page_number,winner,winning_club,loser,losing_club,cup,stage,boatclass,winner_station,time,date,barrier_time,barrier_loser_leading,fawley_time,fawley_loser_leading,finish_time,verdict
5,Wycliffe College 'B',Wycliffe College,Lea Rowing Club,Lea Rowing Club,The Diamond Jubilee Challenge Cup,heats,W4,Station 1 - Berks,17:15,2024-07-05,137.0,False,231.0,False,483.0,0.66 lengths
5,London Rowing Club 'A',London Rowing Club,Upper Thames Rowing Club 'A',Upper Thames Rowing Club,The Wargrave Challenge Cup,heats,W8+,Station 1 - Berks,17:10,2024-07-05,129.0,False,217.0,False,459.0,1.66 lengths
5,"Leander Club, Imperial Coll. London","Leander Club, Imperial Coll. London","Ruderklub am Wannsee, Berlin, Germany","Ruderklub am Wannsee, Berlin, Germany",The Remenham Challenge Cup,heats,W8+,Station 2 - Bucks,17:05,2024-07-05,123.0,False,206.0,False,435.0,2.33 lengths
5,Newcastle University,Newcastle University,Durham University 'A',Durham University,The Island Challenge Cup,heats,W8+,Station 1 - Berks,17:00,2024-07-05,123.0,False,208.0,False,430.0,0.75 lengths
5,"J. Faralisch, Frankfurter Rudergesellschaft Germania 1869 e.V., Germany","J. Faralisch, Frankfurter Rudergesellschaft Germania 1869 e.V., Germany","A. Hayes, Skibbereen Rowing Club, Ireland","A. Hayes, Skibbereen Rowing Club, Ireland",The Princess Royal Challenge Cup,heats,W1,Station 1 - Berks,16:50,2024-07-05,151.0,False,255.0,False,544.0,easily
5,"M. Valbirk & K.B. Mortensen, Danmarks Rocenter, Denmark","M. Valbirk & K.B. Mortensen, Danmarks Rocenter, Denmark","B.A. Russell & C.A. Cartissier, Thames Rowing Club","B.A. Russell & C.A. Cartissier, Thames Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,16:45,2024-07-05,132.0,False,221.0,False,472.0,1.75 lengths
5,Wycliffe College 'A',Wycliffe College,Hartpury College,Hartpury College,The Diamond Jubilee Challenge Cup,heats,W4,Station 2 - Bucks,16:40,2024-07-05,131.0,False,221.0,False,468.0,2 lengths
5,Thames Rowing Club 'A',Thames Rowing Club,"Ruderverein Münster, Germany","Ruderverein Münster, Germany",The Wargrave Challenge Cup,heats,W8+,Station 1 - Berks,16:35,2024-07-05,122.0,False,208.0,False,439.0,1.75 lengths
5,Cambridge University,Cambridge University,"University of Virginia, U.S.A.","University of Virginia, U.S.A.",The Island Challenge Cup,heats,W8+,Station 1 - Berks,16:30,2024-07-05,125.0,False,210.0,False,435.0,1.75 lengths
6,Shiplake College,Shiplake College,Leander Club,Leander Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,16:20,2024-07-05,120.0,False,202.0,False,420.0,1.5 lengths
6,Thames Rowing Club 'B',Thames Rowing Club,"Avon Rowing Club, New Zealand","Avon Rowing Club, New Zealand",The Wargrave Challenge Cup,heats,W8+,Station 2 - Bucks,16:15,2024-07-05,125.0,True,211.0,False,439.0,0.66 lengths
6,Oxford Brookes University 'B',Oxford Brookes University,Cambridge University,Cambridge University,The Prince Albert Challenge Cup,semi-final,M4+,Station 2 - Bucks,16:10,2024-07-05,124.0,False,208.0,False,431.0,1.5 lengths
6,Shiplake College,Shiplake College,Radley College,Radley College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,16:05,2024-07-05,112.0,True,188.0,False,384.0,0.66 lengths
6,"Hollandia Roeiclub, Netherlands","Hollandia Roeiclub, Netherlands",Leander Club,Leander Club,The Remenham Challenge Cup,heats,W8+,Station 2 - Bucks,16:00,2024-07-05,122.0,False,205.0,False,434.0,2.5 lengths
6,Oxford Brookes University 'A',Oxford Brookes University,Oxford University,Oxford University,The Island Challenge Cup,heats,W8+,Station 2 - Bucks,15:50,2024-07-05,126.0,False,210.0,False,432.0,0.5 lengths
6,Leander Club,Leander Club,"Avon Rowing Club, New Zealand","Avon Rowing Club, New Zealand",The Thames Challenge Cup,heats,M8+,Station 1 - Berks,15:45,2024-07-05,111.0,False,187.0,False,386.0,0.75 lengths
6,"Lausanne-Sports Aviron, Switzerland and Shawnigan Lake School, Canada","Lausanne-Sports Aviron, Switzerland and Shawnigan Lake School, Canada","Advanced Rowing Initiative of the Northeast and Craftsbury Green Racing Project, U.S.A.","Advanced Rowing Initiative of the Northeast and Craftsbury Green Racing Project, U.S.A.",The Princess Grace Challenge Cup,heats,W4,Station 1 - Berks,15:40,2024-07-05,128.0,True,216.0,False,444.0,1.25 lengths
6,Headington School,Headington School,"St. Catherine's School, Australia","St. Catherine's School, Australia",The Prince Philip Challenge Trophy,heats,W8+,Station 1 - Berks,15:35,2024-07-05,130.0,True,218.0,False,449.0,1.25 lengths
6,Eton College,Eton College,"The Southport School, Australia","The Southport School, Australia",The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,15:30,2024-07-05,112.0,False,189.0,False,393.0,0.75 lengths
6,"Newport Aquatic Center, U.S.A.","Newport Aquatic Center, U.S.A.",St. Edward's School,St. Edward's School,The Prince Philip Challenge Trophy,heats,W8+,Station 2 - Bucks,15:20,2024-07-05,129.0,True,216.0,False,447.0,0.5 lengths
6,"Ruderclub Baden and See-Club Luzern, Switzerland","Ruderclub Baden and See-Club Luzern, Switzerland",Leander Club 'B',Leander Club,The Princess Grace Challenge Cup,heats,W4,Station 2 - Bucks,15:15,2024-07-05,130.0,False,219.0,False,454.0,3.25 lengths
6,"C.M. Cunningham & C.C. Fuller, Penn Athletic Club Rowing Association and Saugatuck Rowing Club, U.S.A.","C.M. Cunningham & C.C. Fuller, Penn Athletic Club Rowing Association and Saugatuck Rowing Club, U.S.A.","K.A. Salzmann & A. Zakharov, Frankfurter Rudergesellschaft Germania 1869 e.V. and Hannoverscher Ruderclub von 1880 e.V., Germany","K.A. Salzmann & A. Zakharov, Frankfurter Rudergesellschaft Germania 1869 e.V. and Hannoverscher Ruderclub von 1880 e.V., Germany",The Double Sculls Challenge Cup,heats,M2,Station 2 - Bucks,15:10,2024-07-05,125.0,False,210.0,False,447.0,easily
6,"H.G. Harding, Australian National University Boat Club, Australia","H.G. Harding, Australian National University Boat Club, Australia","Y. Lyu, Shanghai Jiao Tong University, China","Y. Lyu, Shanghai Jiao Tong University, China",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,15:05,2024-07-05,141.0,False,240.0,False,502.0,5 lengths
6,"R. Liu, Shanghai Jiao Tong University, China","R. Liu, Shanghai Jiao Tong University, China","N. Vos, Hollandia Roeiclub, Netherlands","N. Vos, Hollandia Roeiclub, Netherlands",The Princess Royal Challenge Cup,heats,W1,Station 2 - Bucks,15:00,2024-07-05,150.0,False,254.0,False,531.0,2 lengths
6,"Princeton University, U.S.A.","Princeton University, U.S.A.",Thames Rowing Club,Thames Rowing Club,The Ladies' Challenge Plate,heats,M8+,Station 2 - Bucks,13:20,2024-07-05,107.0,False,179.0,False,372.0,0.5 lengths
6,"Brown University, U.S.A.","Brown University, U.S.A.","Cambridge University and Roskilde Roklub, Denmark","Cambridge University and Roskilde Roklub, Denmark",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,13:15,2024-07-05,118.0,False,197.0,False,403.0,2.25 lengths
6,Marlow Rowing Club,Marlow Rowing Club,"Whitemarsh Boat Club 'A', U.S.A.","Whitemarsh Boat Club, U.S.A.",The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,13:10,2024-07-05,119.0,True,199.0,False,409.0,0.25 lengths
6,"J. Plihal, Craftsbury Green Racing Project, U.S.A.","J. Plihal, Craftsbury Green Racing Project, U.S.A.","L. Keijzer, Hollandia Roeiclub, Netherlands","L. Keijzer, Hollandia Roeiclub, Netherlands",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,13:05,2024-07-05,136.0,True,229.0,False,467.0,3.25 lengths
6,"V.B. Meijssen & O. Van Bohemen, Delftsche Studenten Roeivereeniging Proteus-Eretes and Eindhovense Studenten Roeivereniging Thêta, Netherlands","V.B. Meijssen & O. Van Bohemen, Delftsche Studenten Roeivereeniging Proteus-Eretes and Eindhovense Studenten Roeivereniging Thêta, Netherlands","E. Van Eijck Van Heslinga & B. Ten Boom, Roeivereeniging Studenten Vreie Universiteit Okeanos, Netherlands","E. Van Eijck Van Heslinga & B. Ten Boom, Roeivereeniging Studenten Vreie Universiteit Okeanos, Netherlands",The Double Sculls Challenge Cup,heats,M2,Station 1 - Berks,13:00,2024-07-05,126.0,False,214.0,False,450.0,3.5 lengths
7,"Koninklijke Amsterdamsche Roei- en Zeilvereeniging 'De Hoop', Netherlands","Koninklijke Amsterdamsche Roei- en Zeilvereeniging 'De Hoop', Netherlands","Der Hamburger und Germania Ruder Club, Germany","Der Hamburger und Germania Ruder Club, Germany",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,12:50,2024-07-05,110.0,False,186.0,False,398.0,2 lengths
7,Oxford Brookes University 'B',Oxford Brookes University,Durham University 'A',Durham University,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,12:45,2024-07-05,112.0,False,186.0,False,386.0,1.25 lengths
7,"Rowing Canada 'A', Canada","Rowing Canada, Canada",Leander Club and Oxford University,Leander Club and Oxford University,The Town Challenge Cup,heats,W4,Station 1 - Berks,12:40,2024-07-05,130.0,False,220.0,False,466.0,2.75 lengths
7,Thames Rowing Club 'A',Thames Rowing Club,Upper Thames Rowing Club,Upper Thames Rowing Club,The Wyfold Challenge Cup,semi-final,M4,Station 1 - Berks,12:35,2024-07-05,117.0,False,197.0,False,414.0,2 lengths
7,"A.A. Cronk & K.A. Edwards, Rowing Canada, Canada","A.A. Cronk & K.A. Edwards, Rowing Canada, Canada","E.A. Crocker & P.I.E. Campbell, Thames Rowing Club","E.A. Crocker & P.I.E. Campbell, Thames Rowing Club",The Hambleden Pairs Challenge Cup,heats,W2,Station 1 - Berks,12:30,2024-07-05,140.0,False,238.0,False,503.0,3.5 lengths
7,"H. Reif & L. Sarassa, Frankfurter Rudergesellschaft Germania 1869 e.V. and Crefelder Ruderclub 1883 e.V., Germany","H. Reif & L. Sarassa, Frankfurter Rudergesellschaft Germania 1869 e.V. and Crefelder Ruderclub 1883 e.V., Germany","A. Fürholz & S. Fürholz, Belvoir Ruderclub Zürich, Switzerland","A. Fürholz & S. Fürholz, Belvoir Ruderclub Zürich, Switzerland",The Hambleden Pairs Challenge Cup,heats,W2,Station 1 - Berks,12:20,2024-07-05,150.0,False,255.0,False,527.0,rowed over
7,"J.R. Bates & F.B. Keto, Oxford Brookes University and Thames Rowing Club","J.R. Bates & F.B. Keto, Oxford Brookes University and Thames Rowing Club","E.S. Cooke & F.E. Stratton, Reading University","E.S. Cooke & F.E. Stratton, Reading University",The Stonor Challenge Trophy,heats,W2,Station 1 - Berks,12:15,2024-07-05,137.0,False,231.0,False,482.0,3 lengths
7,Star and Arrow Club,Star and Arrow Club,"The Tideway Scullers' School and Delftsche Studenten Roeivereeniging Proteus-Eretes, Netherlands","The Tideway Scullers' School and Delftsche Studenten Roeivereeniging Proteus-Eretes, Netherlands",The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,12:10,2024-07-05,118.0,True,196.0,False,400.0,0.33 lengths
7,Molesey Boat Club,Molesey Boat Club,"Team España, Spain","Team España, Spain",The Town Challenge Cup,heats,W4,Station 2 - Bucks,12:05,2024-07-05,132.0,False,222.0,False,462.0,1.75 lengths
7,"Princeton Training Center and Craftsbury Green Racing Project, U.S.A.","Princeton Training Center and Craftsbury Green Racing Project, U.S.A.","Rowing Canada, Canada","Rowing Canada, Canada",The Grand Challenge Cup,heats,M8+,Station 2 - Bucks,12:00,2024-07-05,109.0,False,182.0,False,379.0,2.25 lengths
7,"K. Feitner & K. Flynn, Advanced Rowing Initiative of the Northeast, U.S.A.","K. Feitner & K. Flynn, Advanced Rowing Initiative of the Northeast, U.S.A.","J. Reichardt & M. Reichardt, Akademischer Ruderclub Würzburg, Germany","J. Reichardt & M. Reichardt, Akademischer Ruderclub Würzburg, Germany",The Stonor Challenge Trophy,heats,W2,Station 1 - Berks,11:50,2024-07-05,139.0,False,236.0,False,490.0,4.5 lengths
7,Oxford Brookes University and Taurus Boat Club,Oxford Brookes University and Taurus Boat Club,"University of California, Berkeley 'B', U.S.A.","University of California, Berkeley, U.S.A.",The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,11:45,2024-07-05,117.0,False,196.0,False,403.0,1.5 lengths
7,"Algemene Amsterdamsche Studenten Roeivereniging Skøll, Netherlands","Algemene Amsterdamsche Studenten Roeivereniging Skøll, Netherlands",Reading University,Reading University,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,11:35,2024-07-05,116.0,False,194.0,False,401.0,2.75 lengths
7,London Rowing Club 'A',London Rowing Club,Thames Rowing Club 'B',Thames Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,11:30,2024-07-05,111.0,False,187.0,False,403.0,2.25 lengths
7,Royal Chester Rowing Club,Royal Chester Rowing Club,Molesey Boat Club,Molesey Boat Club,The Britannia Challenge Cup,semi-final,M4+,Station 1 - Berks,11:20,2024-07-05,128.0,False,216.0,False,448.0,1.25 lengths
7,Leander Club 'A',Leander Club,"University of Washington, U.S.A.","University of Washington, U.S.A.",The Town Challenge Cup,heats,W4,Station 1 - Berks,11:15,2024-07-05,130.0,False,219.0,False,467.0,2.5 lengths
7,"J. Gare & C. Dafydd, Leander Club","J. Gare & C. Dafydd, Leander Club","H.A.W. Moule & B.C. Bullen, Sudbury Rowing Club","H.A.W. Moule & B.C. Bullen, Sudbury Rowing Club",The Double Sculls Challenge Cup,heats,M2,Station 2 - Bucks,11:10,2024-07-05,126.0,False,213.0,False,462.0,easily
7,Leander Club 'B',Leander Club,"University of California, Berkeley 'A', U.S.A.","University of California, Berkeley, U.S.A.",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,11:05,2024-07-05,116.0,False,194.0,False,403.0,1.25 lengths
7,"Princeton University 'A', U.S.A.","Princeton University, U.S.A.","Amsterdamsche Studenten Roeivereeniging Nereus 'B', Netherlands","Amsterdamsche Studenten Roeivereeniging Nereus, Netherlands",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,11:00,2024-07-05,108.0,False,182.0,False,385.0,2 lengths
7,Oxford Brookes University,Oxford Brookes University,"California Rowing Club, U.S.A.","California Rowing Club, U.S.A.",The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,10:50,2024-07-05,111.0,False,188.0,False,417.0,easily
8,Leander Club,Leander Club,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",The Wargrave Challenge Cup,heats,W8+,Station 1 - Berks,10:45,2024-07-05,124.0,False,209.0,False,441.0,1.25 lengths
8,Thames Rowing Club,Thames Rowing Club,"Mercantile Rowing Club, Australia","Mercantile Rowing Club, Australia",The Britannia Challenge Cup,semi-final,M4+,Station 1 - Berks,10:40,2024-07-05,124.0,False,208.0,False,430.0,1 lengths
8,"E.C.A. Gaffney & S.M. Morton, Rowing Australia, Australia","E.C.A. Gaffney & S.M. Morton, Rowing Australia, Australia","J.M. Perry & A.E. Standing, Leander Club","J.M. Perry & A.E. Standing, Leander Club",The Hambleden Pairs Challenge Cup,heats,W2,Station 1 - Berks,10:35,2024-07-05,144.0,False,240.0,False,488.0,2.25 lengths
8,"D. Gutierrez, Team España, Spain","D. Gutierrez, Team España, Spain","A.D. Poulsen, Kobenhavns Roklub, Denmark","A.D. Poulsen, Kobenhavns Roklub, Denmark",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,10:30,2024-07-05,134.0,False,223.0,False,475.0,easily
8,The Windsor Boys' School,The Windsor Boys' School,Hartpury College,Hartpury College,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,10:20,2024-07-05,119.0,False,198.0,False,416.0,2.5 lengths
8,Leander Club 'A',Leander Club,"Roeivereeniging Studenten Vreie Universiteit Okeanos and Tilburgse Studenten Roeivereniging Vidar, Netherlands","Roeivereeniging Studenten Vreie Universiteit Okeanos and Tilburgse Studenten Roeivereniging Vidar, Netherlands",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,10:15,2024-07-05,116.0,False,194.0,False,406.0,2.25 lengths
8,Oxford Brookes University,Oxford Brookes University,"Utrechtsche Studenten Roeivereeniging Triton and Algemene Utrechtse Studenten Roeivereniging Orca, Netherlands","Utrechtsche Studenten Roeivereeniging Triton and Algemene Utrechtse Studenten Roeivereniging Orca, Netherlands",The Town Challenge Cup,heats,W4,Station 1 - Berks,10:10,2024-07-05,133.0,True,222.0,False,452.0,1 lengths
8,"S. Wibberenz & L. Gutfleisch, Ruder-Club-Havel Brandenburg e.V. and Heidelberger Ruderklub 1872 e.V., Germany","S. Wibberenz & L. Gutfleisch, Ruder-Club-Havel Brandenburg e.V. and Heidelberger Ruderklub 1872 e.V., Germany","E.M. Bolinger & A. Brien, Rowing Canada, Canada","E.M. Bolinger & A. Brien, Rowing Canada, Canada",The Stonor Challenge Trophy,heats,W2,Station 1 - Berks,10:05,2024-07-05,134.0,False,227.0,False,472.0,2 lengths
8,Thames Rowing Club 'A',Thames Rowing Club,Marlow Rowing Club 'A',Marlow Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,10:00,2024-07-05,106.0,False,182.0,False,403.0,1.5 lengths
8,"O. Zeidler, Frankfurter Rudergesellschaft Germania 1869 e.V., Germany","O. Zeidler, Frankfurter Rudergesellschaft Germania 1869 e.V., Germany","S.M. Posnik, Akademicki Zwiazek Sportowy Akademia Wychowania Fizycznego Warszawa, Poland","S.M. Posnik, Akademicki Zwiazek Sportowy Akademia Wychowania Fizycznego Warszawa, Poland",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,09:50,2024-07-05,129.0,False,219.0,False,466.0,easily
8,"E.M. Cornelis & J.P. Cornut-Danjou, Club France, France","E.M. Cornelis & J.P. Cornut-Danjou, Club France, France","M.M.R. Greenstock & M.E. Drewett, Molesey Boat Club","M.M.R. Greenstock & M.E. Drewett, Molesey Boat Club",The Hambleden Pairs Challenge Cup,heats,W2,Station 2 - Bucks,09:45,2024-07-05,142.0,False,239.0,False,501.0,2.25 lengths
8,"N.R. Mohr & F.J. Wolter, Rudern, Tennis und Hockey Club Bayer Leverkusen and Ruder-Club Witten, Germany","N.R. Mohr & F.J. Wolter, Rudern, Tennis und Hockey Club Bayer Leverkusen and Ruder-Club Witten, Germany","H.P.B. Ruinet & D.J. Bradbery, Marlow Rowing Club and Leander Club","H.P.B. Ruinet & D.J. Bradbery, Marlow Rowing Club and Leander Club",The Double Sculls Challenge Cup,heats,M2,Station 1 - Berks,09:40,2024-07-05,127.0,False,211.0,False,442.0,2.25 lengths
8,Hinksey Sculling School,Hinksey Sculling School,"Los Gatos Rowing Club, U.S.A.","Los Gatos Rowing Club, U.S.A.",The Fawley Challenge Cup,heats,M4,Station 1 - Berks,09:35,2024-07-05,120.0,False,202.0,False,424.0,2.5 lengths
8,"M. Fellows & M.J. Nabel, Cambridge Boat Club, U.S.A.","M. Fellows & M.J. Nabel, Cambridge Boat Club, U.S.A.","K.F. Birch & K.J. Burton, Leander Club","K.F. Birch & K.J. Burton, Leander Club",The Stonor Challenge Trophy,heats,W2,Station 2 - Bucks,09:30,2024-07-05,139.0,False,232.0,False,487.0,easily
8,Molesey Boat Club,Molesey Boat Club,Maidenhead Rowing Club,Maidenhead Rowing Club,The Diamond Jubilee Challenge Cup,heats,W4,Station 1 - Berks,20:30,2024-07-04,140.0,False,236.0,False,486.0,0.66 lengths
8,"I. Verkaik & J. Joordens, Amsterdamsche Studenten Roeivereeniging Nereus, Netherlands","I. Verkaik & J. Joordens, Amsterdamsche Studenten Roeivereeniging Nereus, Netherlands","R. Smith & E. Blight, University of Washington, U.S.A.","R. Smith & E. Blight, University of Washington, U.S.A.",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,20:20,2024-07-04,134.0,True,227.0,False,480.0,1.5 lengths
